NO,UP3,ULP,PENYULANG,ALAMAT,NOMOR_GARDU,NOMOR_TIANG,PHASA,DAYA_KVA,MERK,BEBAN_NOMINAL_AMPERE,JUR_X1_A,JUR_X2_A,JUR_X3_A,N_A_A,JUR_X1_B,JUR_X2_B,JUR_X3_B,N_A_B,BEBAN_REAL_AMPERE,Persentase_BEBAN,TEG_PANGKAL_X1_A,TEG_PANGKAL_X2_A,TEG_PANGKAL_X1_B,TEG_PANGKAL_X2_B,TEG_UJUNG_X1_A,TEG_UJUNG_X2_A,TEG_UJUNG_X1_B,TEG_UJUNG_X2_B,TEG_TM,FREK,TANGGAL,JAM,PETUGAS,KETERANGAN
398,CILACAP,GOMBONG,GBG 05,,,GBG05-085,3,50,B & D,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,400.60,399.90,,,399.60,398.90,,,21.00,50.00,2019-05-19,10.05,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
399,CILACAP,GOMBONG,GBG 05,,,GBG05-101-U001,3,200,TRAFINDO,909.09,84.90,81.00,76.00,6.90,,,,,241.9,0.27,395.70,395.40,,,394.70,394.40,,,20.75,50.00,2019-05-19,10.15,YULI PUSPITO/HERY SUGIYANTO,
400,CILACAP,GOMBONG,GBG 05,,,GBG05-209,3,100,TRAFINDO,454.55,0.00,6.80,0.00,7.90,,,,,6.8,0.01,405.60,405.60,,,404.60,404.60,,,21.28,50.00,2019-05-19,10.45,YULI PUSPITO/HERY SUGIYANTO,
401,CILACAP,GOMBONG,GBG 05,,,GBG05-240-S014,3,50,STARLITE,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2019-05-19,10.52,YULI PUSPITO/HERY SUGIYANTO,PANEL SUSAH DIBUKA
402,CILACAP,GOMBONG,GBG 05,,,GBG05-301-T044,3,100,SINTRA,454.55,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2019-05-19,11.00,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA PANEL/AKSES DITUTUP
403,CILACAP,GOMBONG,GBG 05,,,GBG05-301-T029,3,50,B & D,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2019-05-19,11.10,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA PANEL
404,CILACAP,GOMBONG,GBG 05,,,GBG05-301-T018,3,50,TRAFINDO,227.27,0.00,8.20,1.20,6.10,,,,,9.4,0.04,391.50,391.40,,,390.50,390.40,,,20.54,50.00,2019-05-19,11.25,YULI PUSPITO/HERY SUGIYANTO,
405,CILACAP,GOMBONG,GBG 05,,,GBG05-298,3,160,TRAFINDO,727.27,43.50,20.60,40.50,16.80,,,,,104.6,0.14,393.50,390.10,,,392.50,389.10,,,20.56,50.00,2019-05-19,11.37,YULI PUSPITO/HERY SUGIYANTO,
406,CILACAP,GOMBONG,GBG 05,,,GBG05-297,3,50,B & D,227.27,14.50,12.50,11.10,3.50,,,,,38.1,0.17,391.00,391.00,,,390.00,390.00,,,20.51,50.00,2019-05-19,11.43,YULI PUSPITO/HERY SUGIYANTO,
407,CILACAP,GOMBONG,GBG 05,,,GBG05-295,3,100,SINTRA,454.55,37.00,48.60,57.20,6.80,,,,,142.8,0.31,389.80,388.70,,,388.80,387.70,,,20.42,50.00,2019-05-19,11.50,YULI PUSPITO/HERY SUGIYANTO,
408,CILACAP,GOMBONG,GBG 05,,,GBG05-289,3,100,TRAFINDO,454.55,24.30,78.30,46.60,15.60,,,,,149.2,0.33,390.40,389.70,,,389.40,388.70,,,20.46,50.00,2019-05-19,13.15,YULI PUSPITO/HERY SUGIYANTO,
409,CILACAP,GOMBONG,GBG 05,,,GBG05-290-B002,3,50,TRAFINDO,227.27,1.20,0.80,0.00,1.40,,,,,2,0.01,391.50,390.00,,,390.50,389.00,,,20.50,50.00,2019-05-19,13.22,YULI PUSPITO/HERY SUGIYANTO,
410,CILACAP,GOMBONG,GBG 05,,,GBG05-324,3,50,B & D,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,394.50,395.00,,,393.50,394.00,,,20.71,50.00,2019-05-19,13.38,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
411,CILACAP,GOMBONG,GBG 05,,,GBG05-362,3,50,SINTRA,227.27,0.40,0.00,0.00,0.00,,,,,0.4,0.00,392.60,393.50,,,391.60,392.50,,,20.62,50.00,2019-05-19,13.51,YULI PUSPITO/HERY SUGIYANTO,
412,CILACAP,GOMBONG,GBG 05,,,GBG05-393,3,50,B & D,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,394.10,391.80,,,393.10,390.80,,,20.62,50.00,2019-05-19,14.01,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
413,CILACAP,GOMBONG,GBG 05,,,GBG05-410,3,50,SINTRA,227.27,13.90,12.20,1.20,9.00,,,,,27.3,0.12,392.40,390.40,,,391.40,389.40,,,20.54,50.00,2019-05-19,14.07,YULI PUSPITO/HERY SUGIYANTO,
414,CILACAP,GOMBONG,GBG 05,,,GBG05-411,3,50,B & D,227.27,5.60,2.80,15.20,3.10,,,,,23.6,0.10,390.00,390.80,,,389.00,389.80,,,20.48,50.00,2019-05-19,14.12,YULI PUSPITO/HERY SUGIYANTO,
415,CILACAP,GOMBONG,GBG 05,,,GBG05-320-T053-S001,3,100,SINTRA,454.55,0.00,0.00,1.20,1.20,,,,,1.2,0.00,392.10,392.50,,,391.10,391.50,,,20.58,50.00,2019-05-19,14.27,YULI PUSPITO/HERY SUGIYANTO,
416,CILACAP,GOMBONG,GBG 05,,,GBG05-320-T053-S002,3,200,TRAFINDO,909.09,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2019-05-19,14.32,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN
417,CILACAP,GOMBONG,GBG 05,,,GBG05-288,3,50,SINTRA,227.27,0.00,0.00,0.00,0.00,,,,,0,0.00,0.00,0.00,,,0.00,0.00,,,0.00,50.00,2019-05-19,14.45,YULI PUSPITO/HERY SUGIYANTO,TIDAK ADA BEBAN/FCO TDK TERHUBUNG
418,CILACAP,GOMBONG,GBG 05,,,GBG05-287-U002,3,160,TRAFINDO,727.27,62.20,81.30,78.60,11.20,,,,,222.1,0.31,394.70,395.50,,,393.70,394.50,,,20.73,50.00,2019-05-19,14.51,YULI PUSPITO/HERY SUGIYANTO,
419,CILACAP,GOMBONG,GBG 02,,,GBG02-013,1,50,STARLITE,227.27,94.00,62.10,,23.20,,,,,156.1,0.69,209.00,,,,204.00,,,,18.54,50.00,2019-05-20,18.51,YULI PUSPITO/HERY SUGIYANTO,
420,CILACAP,GOMBONG,GBG 02,,,GBG02-023,1,25,COOPER,113.64,25.60,34.50,,5.70,,,,,60.1,0.53,234.00,,,,229.00,,,,20.82,50.00,2019-05-20,19.05,YULI PUSPITO/HERY SUGIYANTO,
421,CILACAP,GOMBONG,GBG 02,,,GBG02-024,1,50,TRAFINDO,227.27,61.80,96.00,,19.20,,,,,157.8,0.69,225.00,,,,220.00,,,,20.00,50.00,2019-05-20,19.09,YULI PUSPITO/HERY SUGIYANTO,
422,CILACAP,GOMBONG,GBG 02,,,GBG02-028,1,50,TRAFINDO,227.27,67.30,58.30,,9.30,,,,,125.6,0.55,225.00,,,,220.00,,,,20.00,50.00,2019-05-20,19.17,YULI PUSPITO/HERY SUGIYANTO,
423,CILACAP,GOMBONG,GBG 02,,,GBG02-031,1,50,TRAFINDO,227.27,61.50,72.10,,7.90,,,,,133.6,0.59,233.00,,,,228.00,,,,20.73,50.00,2019-05-20,19.21,YULI PUSPITO/HERY SUGIYANTO,
424,CILACAP,GOMBONG,GBG 02,,,GBG02-041,1,50,TRAFINDO,227.27,41.10,88.90,,43.40,,,,,130,0.57,219.00,,,,214.00,,,,19.45,50.00,2019-05-20,19.25,YULI PUSPITO/HERY SUGIYANTO,
425,CILACAP,GOMBONG,GBG 02,,,GBG02-042-S007,1,50,SINTRA,227.27,57.40,45.00,,6.60,,,,,102.4,0.45,212.00,,,,207.00,,,,18.82,50.00,2019-05-20,19.30,YULI PUSPITO/HERY SUGIYANTO,
426,CILACAP,GOMBONG,GBG 02,,,GBG02-042-S013-B001,1,50,MORAWA,227.27,31.60,38.10,,37.90,,,,,69.7,0.31,231.00,,,,226.00,,,,20.54,50.00,2019-05-20,19.40,YULI PUSPITO/HERY SUGIYANTO,
427,CILACAP,GOMBONG,GBG 02,,,GBG02-044,1,50,STARLITE,227.27,42.10,30.00,,12.20,,,,,72.1,0.32,230.00,,,,225.00,,,,20.45,50.00,2019-05-20,19.45,YULI PUSPITO/HERY SUGIYANTO,
428,CILACAP,GOMBONG,GBG 02,,,GBG02-052,1,50,TRAFINDO,227.27,91.60,28.00,,0.00,,,,,119.6,0.53,240.00,,,,235.00,,,,21.36,50.00,2019-05-20,19.55,YULI PUSPITO/HERY SUGIYANTO,
429,CILACAP,GOMBONG,GBG 02,,,GBG02-054-S003,1,50,SINTRA,227.27,26.30,51.30,,13.10,,,,,77.6,0.34,230.00,,,,225.00,,,,20.45,50.00,2019-05-20,19.59,YULI PUSPITO/HERY SUGIYANTO,
430,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T001-S007,1,50,B & D,227.27,33.60,41.50,,41.40,,,,,75.1,0.33,233.00,,,,228.00,,,,20.73,50.00,2019-05-20,20.04,YULI PUSPITO/HERY SUGIYANTO,
431,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T001-S021,1,50,J & P,227.27,64.40,84.70,,27.90,,,,,149.1,0.66,233.00,,,,228.00,,,,20.73,50.00,2019-05-20,20.08,YULI PUSPITO/HERY SUGIYANTO,
432,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T001-S048,1,50,B & D,227.27,55.80,48.50,,2.40,,,,,104.3,0.46,234.00,,,,229.00,,,,20.82,50.00,2019-05-20,20.13,YULI PUSPITO/HERY SUGIYANTO,
433,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T001-S017-U001,1,50,B & D,227.27,57.30,72.40,,16.70,,,,,129.7,0.57,229.00,,,,224.00,,,,20.36,50.00,2019-05-20,20.16,YULI PUSPITO/HERY SUGIYANTO,TRAFO REMBES
434,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T017-U001,1,25,TRAFINDO,113.64,20.70,19.90,,17.80,,,,,40.6,0.36,222.00,,,,217.00,,,,19.73,50.00,2019-05-20,20.20,YULI PUSPITO/HERY SUGIYANTO,
435,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T020,1,50,VOLTRA,227.27,58.00,38.20,,0.00,,,,,96.2,0.42,235.00,,,,230.00,,,,20.91,50.00,2019-05-20,20.25,YULI PUSPITO/HERY SUGIYANTO,
436,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T031,1,25,COOPER,113.64,31.60,28.00,,0.00,,,,,59.6,0.52,235.00,,,,230.00,,,,20.91,50.00,2019-05-20,20.29,YULI PUSPITO/HERY SUGIYANTO,
437,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T037,1,25,B & D,113.64,15.90,18.30,,2.30,,,,,34.2,0.30,236.00,,,,231.00,,,,21.00,50.00,2019-05-20,20.37,YULI PUSPITO/HERY SUGIYANTO,
438,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T043,1,25,COOPER,113.64,16.70,28.30,,3.20,,,,,45,0.40,225.00,,,,220.00,,,,20.00,50.00,2019-05-20,20.43,YULI PUSPITO/HERY SUGIYANTO,
439,CILACAP,GOMBONG,GBG 02,,,GBG02-054-T004,1,25,SINTRA,113.64,41.30,25.60,,39.80,,,,,66.9,0.59,225.00,,,,220.00,,,,20.00,50.00,2019-05-20,20.51,YULI PUSPITO/HERY SUGIYANTO,
440,CILACAP,GOMBONG,GBG 02,,,GBG02-073-A-T007,1,50,TRAFINDO,227.27,49.40,33.60,,8.80,,,,,83,0.37,237.92,,,,232.92,,,,21.17,50.00,2019-05-21,18.15,YULI PUSPITO/HERY SUGIYANTO,
441,CILACAP,GOMBONG,GBG 02,,,GBG02-073,1,50,TRAFINDO,227.27,60.70,84.10,,32.60,,,,,144.8,0.64,210.00,,,,205.00,,,,18.63,50.00,2019-05-21,18.20,YULI PUSPITO/HERY SUGIYANTO,BUSING X2 LOST KONTAK
442,CILACAP,GOMBONG,GBG 02,,,GBG02-070-B003,1,25,MORAWA,113.64,17.30,17.80,,0.00,,,,,35.1,0.31,216.00,,,,211.00,,,,19.18,50.00,2019-05-21,18.24,YULI PUSPITO/HERY SUGIYANTO,
443,CILACAP,GOMBONG,GBG 02,,,GBG02-070-B005,1,50,B & D,227.27,54.60,57.30,,57.60,,,,,111.9,0.49,216.14,,,,211.14,,,,19.19,50.00,2019-05-21,18.28,YULI PUSPITO/HERY SUGIYANTO,
444,CILACAP,GOMBONG,GBG 02,,,GBG02-060,1,50,SINTRA,227.27,68.90,50.00,,17.00,,,,,118.9,0.52,228.50,,,,223.50,,,,20.32,50.00,2019-05-21,18.36,YULI PUSPITO/HERY SUGIYANTO,
445,CILACAP,GOMBONG,GBG 02,,,GBG02-057,1,50,STARLITE,227.27,107.00,77.50,,0.00,,,,,184.5,0.81,220.80,,,,215.80,,,,19.62,50.00,2019-05-21,18.39,YULI PUSPITO/HERY SUGIYANTO,
446,CILACAP,GOMBONG,GBG 02,,,GBG02-100,1,25,B & D,113.64,41.30,24.40,,13.30,,,,,65.7,0.58,232.62,,,,227.62,,,,20.69,50.00,2019-05-21,18.48,YULI PUSPITO/HERY SUGIYANTO,
447,CILACAP,GOMBONG,GBG 02,,,GBG02-101,1,50,TRAFINDO,227.27,27.30,86.80,,88.40,,,,,114.1,0.50,232.00,,,,227.00,,,,20.63,50.00,2019-05-21,18.53,YULI PUSPITO/HERY SUGIYANTO,
448,CILACAP,GOMBONG,GBG 02,,,GBG02-105,1,50,B & D,227.27,96.30,62.70,,2.50,,,,,159,0.70,221.95,,,,216.95,,,,19.72,50.00,2019-05-21,18.57,YULI PUSPITO/HERY SUGIYANTO,
449,CILACAP,GOMBONG,GBG 02,,,GBG02-107,1,50,B & D,227.27,24.80,84.30,,38.40,,,,,109.1,0.48,243.90,,,,238.90,,,,21.72,50.00,2019-05-21,19.06,YULI PUSPITO/HERY SUGIYANTO,
450,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U004,1,50,B & D,227.27,87.50,88.00,,87.90,,,,,175.5,0.77,227.00,,,,222.00,,,,20.18,50.00,2019-05-21,19.10,YULI PUSPITO/HERY SUGIYANTO,
451,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U012-T004,1,50,SINTRA,227.27,138.00,91.90,,19.10,,,,,229.9,1.01,226.10,,,,221.10,,,,20.10,50.00,2019-05-21,19.16,YULI PUSPITO/HERY SUGIYANTO,
452,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U012-B003,1,50,B & D,227.27,22.00,21.20,,1.80,,,,,43.2,0.19,223.42,,,,218.42,,,,19.85,50.00,2019-05-21,19.27,YULI PUSPITO/HERY SUGIYANTO,
453,CILACAP,GOMBONG,GBG 02,,,GBG02-116,1,50,SINTRA,227.27,12.90,33.50,,10.30,,,,,46.4,0.20,230.49,,,,225.49,,,,20.50,50.00,2019-05-21,19.36,YULI PUSPITO/HERY SUGIYANTO,
454,CILACAP,GOMBONG,GBG 02,,,GBG02-118,1,50,TRAFINDO,227.27,75.40,51.50,,68.40,,,,,126.9,0.56,230.00,,,,225.00,,,,20.45,50.00,2019-05-21,19.39,YULI PUSPITO/HERY SUGIYANTO,
455,CILACAP,GOMBONG,GBG 02,,,GBG02-119-S007,1,50,B & D,227.27,54.30,54.50,,13.10,,,,,108.8,0.48,230.15,,,,225.15,,,,20.47,50.00,2019-05-21,19.45,YULI PUSPITO/HERY SUGIYANTO,
456,CILACAP,GOMBONG,GBG 02,,,GBG02-119-S023,1,50,SINTRA,227.27,72.00,72.30,,8.40,,,,,144.3,0.63,220.00,,,,215.00,,,,19.54,50.00,2019-05-21,19.52,YULI PUSPITO/HERY SUGIYANTO,
457,CILACAP,GOMBONG,GBG 02,,,GBG02-119-B030,1,50,SINTRA,227.27,57.40,17.60,,34.30,,,,,75,0.33,230.90,,,,225.90,,,,20.53,50.00,2019-05-21,19.58,YULI PUSPITO/HERY SUGIYANTO,
458,CILACAP,GOMBONG,GBG 02,,,GBG02-119,1,50,SINTRA,227.27,30.40,45.30,,11.00,,,,,75.7,0.33,220.40,,,,215.40,,,,19.58,50.00,2019-05-21,20.07,YULI PUSPITO/HERY SUGIYANTO,
459,CILACAP,GOMBONG,GBG 02,,,GBG02-123,1,50,COOPER,227.27,45.30,46.00,,8.50,,,,,91.3,0.40,231.20,,,,226.20,,,,20.56,50.00,2019-05-21,20.23,YULI PUSPITO/HERY SUGIYANTO,
460,CILACAP,GOMBONG,GBG 02,,,GBG02-123-U004,1,50,TRAFINDO,227.27,65.60,73.20,,6.40,,,,,138.8,0.61,220.40,,,,215.40,,,,19.58,50.00,2019-05-21,20.30,YULI PUSPITO/HERY SUGIYANTO,
461,CILACAP,GOMBONG,GBG 02,,,GBG02-123-U007,1,25,B & D,113.64,21.50,35.20,,35.30,,,,,56.7,0.50,234.20,,,,229.20,,,,20.83,50.00,2019-05-21,20.33,YULI PUSPITO/HERY SUGIYANTO,
462,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U012-T007,1,50,B & D,227.27,20.90,30.10,,30.60,,,,,51,0.22,232.13,,,,227.13,,,,20.65,50.00,2019-05-21,20.37,YULI PUSPITO/HERY SUGIYANTO,
463,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U012-T007,1,50,TRAFINDO,227.27,44.60,44.00,,1.90,,,,,88.6,0.39,232.13,,,,227.13,,,,20.65,50.00,2019-05-21,20.39,YULI PUSPITO/HERY SUGIYANTO,
464,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U012-T014,1,50,B & D,227.27,16.80,17.90,,2.20,,,,,34.7,0.15,232.00,,,,227.00,,,,20.63,50.00,2019-05-21,20.43,YULI PUSPITO/HERY SUGIYANTO,
465,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S008,1,50,B & D,227.27,49.30,102.00,,40.00,,,,,151.3,0.67,194.90,,,,189.90,,,,17.26,50.00,2020-05-05,18.00,YULI PUSPITO/HERY SUGIYANTO,
466,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S010,1,50,TRAFINDO,227.27,13.70,97.40,,98.70,,,,,111.1,0.49,222.70,,,,217.70,,,,19.79,50.00,2020-05-05,18.10,YULI PUSPITO/HERY SUGIYANTO,
467,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S016,1,50,TRAFINDO,227.27,8.20,50.40,,40.90,,,,,58.6,0.26,215.80,,,,210.80,,,,19.16,50.00,2020-05-05,18.17,YULI PUSPITO/HERY SUGIYANTO,
468,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S024,1,50,TRAFINDO,227.27,76.60,78.60,,9.50,,,,,155.2,0.68,219.60,,,,214.60,,,,19.51,50.00,2020-05-05,18.30,YULI PUSPITO/HERY SUGIYANTO,TRAFO REMBES
469,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S018-T011,1,50,TRAFINDO,227.27,68.50,26.60,,111.00,,,,,95.1,0.42,220.36,,,,215.36,,,,19.58,50.00,2020-05-05,18.35,YULI PUSPITO/HERY SUGIYANTO,
470,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U010,1,50,B & D,227.27,43.50,65.80,,21.80,,,,,109.3,0.48,218.00,,,,213.00,,,,19.36,50.00,2020-05-05,18.48,YULI PUSPITO/HERY SUGIYANTO,
471,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U024,1,50,B & D,227.27,72.90,35.90,,39.30,,,,,108.8,0.48,205.20,,,,200.20,,,,18.20,50.00,2020-05-05,19.00,YULI PUSPITO/HERY SUGIYANTO,
472,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U034,1,50,MORAWA,227.27,55.00,46.20,,4.40,,,,,101.2,0.45,221.50,,,,216.50,,,,19.68,50.00,2020-05-05,19.03,YULI PUSPITO/HERY SUGIYANTO,
473,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U036,1,50,B & D,227.27,54.00,4.40,,24.70,,,,,58.4,0.26,221.40,,,,216.40,,,,19.67,50.00,2020-05-05,19.05,YULI PUSPITO/HERY SUGIYANTO,
474,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U008-S003,1,50,B & D,227.27,29.70,17.80,,6.70,,,,,47.5,0.21,222.70,,,,217.70,,,,19.79,50.00,2020-05-05,19.10,YULI PUSPITO/HERY SUGIYANTO,
475,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S006,1,50,SINTRA,227.27,0.00,0.00,,0.00,,,,,0,0.00,0.00,,,,0.00,,,,0.00,50.00,2020-05-05,19.21,YULI PUSPITO/HERY SUGIYANTO,
476,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S010,1,50,SINTRA,227.27,82.10,84.80,,6.90,,,,,166.9,0.73,221.53,,,,216.53,,,,19.68,50.00,2020-05-05,19.27,YULI PUSPITO/HERY SUGIYANTO,
477,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S021,1,50,B & D,227.27,81.50,84.50,,8.30,,,,,166,0.73,220.00,,,,215.00,,,,19.54,50.00,2020-05-05,19.32,YULI PUSPITO/HERY SUGIYANTO,
478,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S022,1,50,B & D,227.27,5.80,45.80,,42.60,,,,,51.6,0.23,223.00,,,,218.00,,,,19.82,50.00,2020-05-05,19.40,YULI PUSPITO/HERY SUGIYANTO,
479,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S041,1,50,MAJINTRA,227.27,63.50,65.50,,56.60,,,,,129,0.57,226.00,,,,221.00,,,,20.09,50.00,2020-05-05,19.50,YULI PUSPITO/HERY SUGIYANTO,
480,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S043,1,50,MAJINTRA,227.27,63.30,78.00,,69.40,,,,,141.3,0.62,198.50,,,,193.50,,,,17.59,50.00,2020-05-05,20.10,YULI PUSPITO/HERY SUGIYANTO,
481,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S053,1,25,B & D,113.64,10.30,46.30,,5.80,,,,,56.6,0.50,214.00,,,,209.00,,,,19.00,50.00,2020-05-05,20.18,YULI PUSPITO/HERY SUGIYANTO,
482,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S013-B005,1,50,TRAFINDO,227.27,57.70,56.30,,2.00,,,,,114,0.50,221.40,,,,216.40,,,,19.67,50.00,2020-05-06,18.30,YULI PUSPITO/HERY SUGIYANTO,
483,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S013-B027,1,50,SINTRA,227.27,53.40,69.50,,13.30,,,,,122.9,0.54,220.70,,,,215.70,,,,19.61,50.00,2020-05-06,18.36,YULI PUSPITO/HERY SUGIYANTO,
484,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S013-B035,1,50,SINTRA,227.27,87.00,87.10,,92.80,,,,,174.1,0.77,219.00,,,,214.00,,,,19.45,50.00,2020-05-06,18.40,YULI PUSPITO/HERY SUGIYANTO,
485,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S013-B040,1,50,SINTRA,227.27,37.90,48.60,,15.60,,,,,86.5,0.38,221.18,,,,216.18,,,,19.65,50.00,2020-05-07,18.27,YULI PUSPITO/HERY SUGIYANTO,
486,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S063,1,25,B & D,113.64,50.40,39.70,,10.60,,,,,90.1,0.79,211.20,,,,206.20,,,,18.74,50.00,2020-05-07,18.47,YULI PUSPITO/HERY SUGIYANTO,
487,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S049-B008,1,50,TRAFINDO,227.27,34.30,50.40,,39.70,,,,,84.7,0.37,192.60,,,,187.60,,,,17.05,50.00,2020-05-07,19.06,YULI PUSPITO/HERY SUGIYANTO,
488,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S026-T003,1,25,MAJINTRA,113.64,69.30,53.70,,12.50,,,,,123,1.08,233.10,,,,228.10,,,,20.73,50.00,2020-05-07,19.08,YULI PUSPITO/HERY SUGIYANTO,TRAFO REMBES
489,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S025-B003,1,50,UNINDO,227.27,45.20,64.20,,17.20,,,,,109.4,0.48,220.10,,,,215.10,,,,19.55,50.00,2020-05-07,19.10,YULI PUSPITO/HERY SUGIYANTO,
490,CILACAP,GOMBONG,GBG 10,,,GBG10-365-S025-B022,1,25,B & D,113.64,23.20,31.50,,9.20,,,,,54.7,0.48,220.20,,,,215.20,,,,19.56,50.00,2020-05-07,19.12,YULI PUSPITO/HERY SUGIYANTO,
491,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U025-B009,1,50,SINTRA,227.27,80.60,89.10,,7.00,,,,,169.7,0.75,220.60,,,,215.60,,,,19.60,50.00,2020-05-07,19.45,YULI PUSPITO/HERY SUGIYANTO,
492,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U025-B017,1,50,TRAFINDO,227.27,67.70,79.40,,4.30,,,,,147.1,0.65,220.30,,,,215.30,,,,19.57,50.00,2020-05-07,19.48,YULI PUSPITO/HERY SUGIYANTO,
493,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U025-B020-U012,1,25,COOPER,113.64,22.40,31.70,,11.10,,,,,54.1,0.48,212.30,,,,207.30,,,,18.84,50.00,2020-05-07,19.59,YULI PUSPITO/HERY SUGIYANTO,
494,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U025-B038,1,50,SINTRA,227.27,71.60,63.80,,6.00,,,,,135.4,0.60,220.10,,,,215.10,,,,19.55,50.00,2020-05-07,20.15,YULI PUSPITO/HERY SUGIYANTO,
495,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U025-B039-B006-U001,1,50,VOLTRA,227.27,15.30,20.50,,15.20,,,,,35.8,0.16,204.10,,,,199.10,,,,18.10,50.00,2020-05-07,20.20,YULI PUSPITO/HERY SUGIYANTO,
496,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U034-T020,1,50,SINTRA,227.27,4.40,15.20,,20.50,,,,,19.6,0.09,223.40,,,,218.40,,,,19.85,50.00,2020-05-07,20.36,YULI PUSPITO/HERY SUGIYANTO,
497,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U034-T014-U002,1,50,B & D,227.27,0.00,0.00,,0.00,,,,,0,0.00,0.00,,,,0.00,,,,0.00,50.00,2020-05-08,18.20,YULI PUSPITO/HERY SUGIYANTO,
498,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U034-T005-U005,1,25,B & D,113.64,8.10,26.50,,7.50,,,,,34.6,0.30,209.10,,,,204.10,,,,18.55,50.00,2020-05-08,18.25,YULI PUSPITO/HERY SUGIYANTO,
499,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U034-T005-U018,1,50,VOLTRA,227.27,3.40,10.20,,3.20,,,,,13.6,0.06,210.00,,,,205.00,,,,18.63,50.00,2020-05-08,18.28,YULI PUSPITO/HERY SUGIYANTO,
500,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U034-U007,1,25,J & P,113.64,15.10,21.00,,20.10,,,,,36.1,0.32,210.50,,,,205.50,,,,18.68,50.00,2020-05-08,18.33,YULI PUSPITO/HERY SUGIYANTO,
501,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U034-U020,1,25,COOPER,113.64,31.40,12.00,,4.80,,,,,43.4,0.38,212.00,,,,207.00,,,,18.82,50.00,2020-05-08,18.47,YULI PUSPITO/HERY SUGIYANTO,
